account_id,account_number_hash,account_type,account_holder_person_id,account_holder_organization_id,financial_institution,branch_code,account_opening_date,account_closing_date,status,source_id,confidence_score,created_at,updated_at
A01012,ACCT9500188097,Current,P03919,,Bank of Baroda,BR3469,2022-05-21,,Closed,SRC014,0.96,2024-06-13 04:45:05,2026-05-16 21:03:49
A01013,ACCT4076745574,Current,P01393,,State Bank of India,BR1745,2021-09-23,,Under Review,SRC017,0.82,2026-04-22 04:06:06,2026-05-19 08:06:06
A01014,ACCT5456134773,Business,P03876,,State Bank of India,BR3946,2021-03-25,,Active,SRC002,0.89,2026-05-04 07:12:25,2026-05-17 08:12:25
A01015,ACCT8406852554,Business,P00539,,Punjab National Bank,BR4060,2020-10-25,,Closed,SRC024,0.97,2024-07-20 02:15:48,2026-07-10 01:47:34
A01016,ACCT7734816386,Business,P00008,,Bank of Baroda,BR2671,2023-08-14,,Closed,SRC007,0.85,2024-09-26 13:43:59,2024-09-28 09:43:59
A01017,ACCT9918003607,Business,P01364,,Axis Bank,BR4022,2026-03-25,,Closed,SRC013,0.83,2024-03-04 05:38:55,2024-12-25 08:15:32
A01018,ACCT2204900206,Current,,O0073,State Bank of India,BR2918,2026-01-24,,Under Review,SRC030,0.82,2025-03-30 18:12:18,2025-04-19 16:12:18
A01019,ACCT9654968792,Current,P00360,,Bank of Baroda,BR1473,2024-06-21,,Under Review,SRC015,0.91,2025-06-18 18:17:17,2025-06-25 23:17:17
A01020,ACCT3529983888,Business,P02163,,HDFC Bank,BR7380,2023-07-30,,Dormant,SRC027,0.92,2025-10-14 17:29:44,2026-02-14 12:51:47
A01021,ACCT3939478805,Savings,,O0427,Axis Bank,BR5719,2026-01-02,,Under Review,SRC023,0.88,2025-12-27 19:39:20,2026-02-02 01:20:26
A01022,ACCT2726850633,Savings,P02955,,Punjab National Bank,BR1696,2018-10-06,,Dormant,SRC002,0.96,2024-07-31 04:01:04,2024-12-19 03:03:32
A01023,ACCT6781474260,Current,P03481,,Bank of Baroda,BR5704,2020-04-15,,Under Review,SRC001,0.85,2025-03-27 13:42:37,2026-07-27 19:17:07
A01024,ACCT8979046428,Business,P00764,,Bank of Baroda,BR9136,2024-04-22,,Closed,SRC026,0.83,2025-07-18 06:32:24,2025-10-28 00:31:09
A01025,ACCT8985890719,Savings,P00219,,Bank of Baroda,BR1245,2026-07-01,,Dormant,SRC013,0.87,2024-10-08 10:19:37,2024-10-17 13:19:37
A01026,ACCT1178935043,Current,P01081,,Axis Bank,BR1874,2022-02-02,,Dormant,SRC022,0.82,2025-03-10 17:09:06,2025-03-26 05:09:06
A01027,ACCT7252693125,Savings,P02725,,Bank of Baroda,BR4530,2018-01-02,,Dormant,SRC030,0.91,2026-03-26 06:14:49,2026-04-01 00:14:49
A01028,ACCT5092896520,Savings,P01707,,Punjab National Bank,BR5722,2025-10-28,,Closed,SRC017,0.96,2026-02-11 18:37:03,2026-03-09 23:37:03
A01029,ACCT7458262044,Business,P01336,,Punjab National Bank,BR6302,2022-02-01,2025-10-24,Closed,SRC013,0.93,2024-11-27 03:57:55,2024-11-28 05:57:55
A01030,ACCT4156294469,Savings,P01531,,State Bank of India,BR7825,2025-07-28,,Dormant,SRC022,0.92,2025-06-22 05:47:10,2026-03-31 03:16:08
A01031,ACCT7519348999,Savings,P02511,,Punjab National Bank,BR5152,2025-02-26,2024-12-18,Active,SRC027,0.83,2026-04-11 07:54:05,2026-04-15 11:54:05
A01032,ACCT2314902684,Savings,P00484,,Axis Bank,BR5681,2019-08-11,,Active,SRC030,0.86,2024-08-05 08:45:14,2026-06-19 03:40:26
A01033,ACCT5236282520,Business,P02585,,State Bank of India,BR5954,2018-06-28,,Dormant,SRC018,0.86,2024-03-17 23:18:50,2026-06-30 03:42:40
A01034,ACCT9375216428,Savings,P01109,,State Bank of India,BR8498,2017-01-22,,Closed,SRC004,0.9,2024-06-05 23:35:31,2024-12-17 05:22:53
A01035,ACCT2005775635,Savings,P01651,,State Bank of India,BR4313,2020-10-31,,Active,SRC010,0.92,2026-01-17 01:54:11,2026-05-21 19:22:42
A01036,ACCT4876487173,Business,,O0473,ICICI Bank,BR5829,2017-06-27,,Closed,SRC006,0.86,2024-07-21 12:13:27,2024-08-01 07:13:27
A01037,ACCT4985319763,Current,,O0185,HDFC Bank,BR9288,2024-06-18,,Closed,SRC016,0.96,2025-01-25 18:38:38,2025-02-21 06:38:38
A01038,ACCT7180852867,Current,P01426,,Axis Bank,BR7743,2021-04-29,,Active,SRC030,0.87,2025-05-06 19:49:13,2026-05-18 23:48:28
A01039,ACCT1976392072,Business,P02139,,ICICI Bank,BR7355,2023-12-23,,Closed,SRC014,0.85,2025-03-12 13:57:41,2025-03-20 02:57:41
A01040,ACCT4440320238,Business,P01163,,Axis Bank,BR2296,2023-05-10,,Dormant,SRC013,0.83,2024-01-02 16:46:51,2025-05-08 14:27:18
A01041,ACCT4491643558,Business,P03982,,HDFC Bank,BR4982,2021-08-07,,Dormant,SRC009,0.91,2026-02-23 17:54:22,2026-03-01 07:54:22
A01042,ACCT5593452616,Business,P02317,,State Bank of India,BR2496,2017-05-17,2025-11-10,Under Review,SRC002,0.89,2024-05-02 00:40:48,2025-06-14 16:47:03
A01043,ACCT1022915804,Savings,P00379,,State Bank of India,BR9837,2017-10-23,,Closed,SRC017,0.93,2025-12-22 00:47:41,2026-05-30 23:12:43
A01044,ACCT1737147585,Current,P02158,,State Bank of India,BR4914,2024-09-07,,Under Review,SRC026,0.93,2026-07-19 10:02:16,2026-07-28 15:02:16
A01045,ACCT4198521723,Savings,,O0106,ICICI Bank,BR3248,2024-11-23,,Dormant,SRC005,0.88,2024-02-01 20:26:47,2026-08-24 21:36:59
A01046,ACCT3320595357,Savings,P01399,,Axis Bank,BR7195,2024-07-31,2026-02-18,Dormant,SRC003,0.9,2024-12-04 02:05:03,2025-03-18 13:18:51
A01047,ACCT4093314516,Savings,P03740,,Bank of Baroda,BR3060,2016-10-02,,Active,SRC012,0.85,2024-03-23 03:38:11,2025-05-01 19:23:40
A01048,ACCT4716588698,Savings,P01486,,Punjab National Bank,BR7986,2026-04-28,,Dormant,SRC011,0.86,2024-06-01 16:19:20,2026-05-18 22:29:17
A01049,ACCT9897645543,Current,P03037,,Punjab National Bank,BR5141,2021-03-18,,Closed,SRC006,0.85,2025-06-22 03:33:50,2026-06-17 03:30:45
A01050,ACCT4128713902,Current,P03412,,Bank of Baroda,BR3343,2022-01-31,,Dormant,SRC002,0.87,2026-05-29 07:13:42,2026-06-05 12:13:42
A01051,ACCT2285957288,Current,P00759,,ICICI Bank,BR6660,2024-05-01,,Closed,SRC002,0.96,2026-05-09 13:07:17,2026-05-10 02:07:17
A01052,ACCT3579569620,Business,P00711,,HDFC Bank,BR2795,2025-03-28,,Active,SRC021,0.88,2025-08-27 02:49:34,2025-09-18 19:49:34
A01053,ACCT4752604132,Business,P03071,,HDFC Bank,BR2460,2021-03-22,,Closed,SRC028,0.9,2025-04-20 13:56:15,2025-05-18 23:56:15
A01054,ACCT9201418834,Business,,O0220,Axis Bank,BR7572,2022-04-20,,Under Review,SRC005,0.91,2026-08-24 06:46:24,2026-08-28 14:46:24
A01055,ACCT1278107987,Savings,P00579,,Bank of Baroda,BR9786,2018-05-01,,Active,SRC030,0.88,2025-04-05 20:52:40,2026-01-10 16:56:57
A01056,ACCT7627993316,Business,,O0204,Punjab National Bank,BR3574,2018-07-21,,Under Review,SRC006,0.92,2025-11-13 22:11:24,2026-06-07 10:00:54
A01057,ACCT9804526872,Business,P01529,,ICICI Bank,BR9702,2018-03-21,,Closed,SRC016,0.82,2025-07-28 13:53:36,2026-06-23 00:32:57
A01058,ACCT9531014959,Current,,O0496,State Bank of India,BR8887,2020-08-06,,Active,SRC015,0.97,2024-08-23 23:27:54,2025-10-26 12:41:27
A01059,ACCT3490284248,Savings,,O0005,Punjab National Bank,BR1980,2024-08-25,,Active,SRC006,0.96,2025-06-05 03:06:01,2025-06-30 06:06:01
A01060,ACCT7563934831,Current,P03526,,Axis Bank,BR2003,2023-02-28,,Closed,SRC001,0.8,2024-03-11 00:32:33,2025-12-25 00:23:20
A01061,ACCT9089741112,Business,,O0320,Bank of Baroda,BR8349,2022-08-10,,Under Review,SRC008,0.9,2026-07-21 09:55:54,2026-08-07 23:55:54
A01062,ACCT2917742332,Savings,P02479,,Axis Bank,BR4222,2026-02-10,,Dormant,SRC004,0.87,2026-07-27 07:43:58,2026-08-04 06:43:58
A01063,ACCT1989846771,Current,P00303,,Bank of Baroda,BR7592,2019-10-10,,Closed,SRC024,0.83,2025-05-15 05:23:05,2025-06-02 04:23:05
A01064,ACCT4329888275,Business,P00407,,Bank of Baroda,BR3548,2025-10-02,,Active,SRC026,0.83,2024-12-15 20:19:34,2024-12-17 00:19:34
A01065,ACCT4700166606,Business,P02592,,ICICI Bank,BR6272,2019-12-09,,Under Review,SRC023,0.86,2024-01-13 20:07:36,2024-09-11 03:05:32
A01066,ACCT9107135592,Current,P02998,,Punjab National Bank,BR7786,2018-05-05,,Dormant,SRC014,0.9,2024-06-24 02:20:39,2026-06-05 12:42:09
A01067,ACCT7317227847,Savings,P00214,,Axis Bank,BR6370,2019-11-09,,Closed,SRC018,0.87,2024-03-24 06:03:35,2024-11-05 23:19:41
A01068,ACCT6373355807,Current,,O0434,Bank of Baroda,BR5964,2022-08-22,,Active,SRC006,0.93,2026-03-03 15:46:58,2026-03-23 21:46:58
A01069,ACCT9449622398,Current,P02367,,HDFC Bank,BR2494,2019-02-06,,Dormant,SRC029,0.83,2026-02-20 23:10:41,2026-04-08 02:33:14
A01070,ACCT5686767165,Savings,P03622,,ICICI Bank,BR4786,2022-08-26,,Dormant,SRC008,0.95,2025-06-27 16:59:07,2026-05-19 02:21:06
A01071,ACCT2503489408,Savings,P02215,,HDFC Bank,BR5416,2025-06-05,,Active,SRC010,0.81,2025-12-29 05:57:30,2026-01-04 14:57:30
A01072,ACCT1277648166,Current,P00146,,Punjab National Bank,BR4531,2023-02-24,,Closed,SRC005,0.81,2024-07-10 23:17:03,2024-10-08 16:25:40
A01073,ACCT9821850846,Business,P02942,,Punjab National Bank,BR1355,2018-07-12,,Under Review,SRC023,0.92,2026-02-22 15:11:20,2026-03-17 00:11:20
A01074,ACCT9356509189,Savings,P03683,,Axis Bank,BR3405,2019-07-04,,Active,SRC023,0.98,2024-05-07 19:00:54,2025-08-14 18:52:36
A01075,ACCT5306139210,Current,P00093,,HDFC Bank,BR3806,2021-07-29,,Dormant,SRC005,0.8,2024-08-21 20:18:51,2025-12-18 15:14:33
A01076,ACCT8495981490,Savings,P01918,,State Bank of India,BR8168,2016-11-02,,Closed,SRC027,0.83,2026-08-11 19:00:03,2026-09-04 23:59:59
A01077,ACCT3482356240,Savings,P00070,,Bank of Baroda,BR5007,2022-01-06,,Dormant,SRC030,0.96,2025-11-10 14:30:24,2025-11-18 11:30:24
A01078,ACCT6931417903,Current,P01830,,Axis Bank,BR3950,2025-07-29,2025-11-15,Under Review,SRC007,0.92,2025-08-22 04:34:53,2026-03-29 09:04:02
A01079,ACCT8974591967,Savings,P01053,,ICICI Bank,BR5196,2026-04-01,,Active,SRC027,0.92,2024-07-31 11:22:50,2024-10-31 13:07:00
A01080,ACCT3429789698,Savings,P03399,,ICICI Bank,BR6299,2023-02-15,,Closed,SRC023,0.84,2026-08-17 19:23:35,2026-09-04 23:59:59
A01081,ACCT2798015519,Savings,P02611,,HDFC Bank,BR1339,2025-08-09,,Dormant,SRC001,0.84,2025-06-23 03:24:08,2025-07-07 07:24:08
A01082,ACCT5030396382,Business,P03647,,Punjab National Bank,BR6222,2025-06-23,,Closed,SRC007,0.96,2024-11-10 14:53:38,2025-02-04 05:48:36
A01083,ACCT4108488369,Savings,P02160,,Punjab National Bank,BR3647,2019-12-04,,Dormant,SRC020,0.82,2024-01-28 13:13:54,2024-07-07 00:11:28
A01084,ACCT1271212902,Savings,P01263,,HDFC Bank,BR2322,2022-05-03,,Closed,SRC014,0.93,2025-09-07 05:15:11,2026-07-13 12:11:19
A01085,ACCT8830222631,Business,P02201,,HDFC Bank,BR1608,2025-03-01,,Dormant,SRC028,0.92,2025-04-17 22:10:08,2025-08-24 02:55:53
A01086,ACCT5280379412,Current,,O0126,Bank of Baroda,BR5225,2023-03-24,,Under Review,SRC006,0.92,2026-08-06 19:34:33,2026-08-18 21:34:33
A01087,ACCT4351828608,Current,,O0225,ICICI Bank,BR3539,2023-05-12,,Active,SRC029,0.9,2025-10-20 21:47:35,2025-10-26 05:47:35
A01088,ACCT3355176822,Business,P02793,,Axis Bank,BR5886,2017-11-07,,Active,SRC023,0.83,2025-08-09 20:00:15,2025-08-28 15:00:15
A01089,ACCT7491319314,Savings,P00760,,State Bank of India,BR6541,2025-05-05,,Dormant,SRC010,0.89,2026-01-02 22:03:51,2026-01-09 00:03:51
A01090,ACCT9418009259,Current,P00530,,Punjab National Bank,BR9782,2017-12-29,,Active,SRC025,0.97,2026-02-02 13:41:49,2026-02-27 08:41:49
A01091,ACCT3681914033,Business,P03009,,Axis Bank,BR8122,2019-04-29,,Closed,SRC027,0.87,2026-06-03 00:06:34,2026-06-17 04:06:34
A01092,ACCT7824191007,Current,P03850,,Bank of Baroda,BR7892,2017-03-22,,Closed,SRC025,0.82,2025-01-08 11:08:02,2025-07-27 15:39:50
A01093,ACCT1451935984,Savings,P02046,,Punjab National Bank,BR8138,2024-09-30,,Under Review,SRC015,0.95,2026-05-31 10:05:40,2026-06-06 11:05:40
A01094,ACCT4109956593,Business,P02172,,ICICI Bank,BR1113,2025-02-07,,Under Review,SRC009,0.98,2026-03-08 23:56:33,2026-04-24 07:23:52
A01095,ACCT3140912256,Current,,O0002,State Bank of India,BR7000,2023-10-26,,Dormant,SRC027,0.9,2024-11-05 12:42:49,2026-05-15 21:11:44
A01096,ACCT2065411147,Business,P01898,,HDFC Bank,BR6521,2022-03-14,,Active,SRC027,0.94,2025-08-20 05:41:16,2025-10-08 02:57:45
A01097,ACCT8876782597,Savings,,O0328,HDFC Bank,BR2688,2023-08-08,,Closed,SRC005,0.86,2026-04-24 08:55:36,2026-05-05 07:55:36
A01098,ACCT9717305577,Current,P02990,,Axis Bank,BR1257,2021-08-09,,Under Review,SRC028,0.86,2024-10-06 01:42:29,2025-10-02 12:48:47
A01099,ACCT1133689751,Business,P03986,,ICICI Bank,BR2486,2021-06-26,,Under Review,SRC025,0.9,2026-07-27 06:25:41,2026-08-02 01:25:41
A01100,ACCT5652747912,Current,P03720,,ICICI Bank,BR4674,2018-05-13,,Closed,SRC024,0.89,2024-02-21 01:55:15,2025-04-29 14:13:35
A01101,ACCT9977111928,Current,P02827,,Axis Bank,BR8735,2021-05-14,,Closed,SRC010,0.83,2025-09-01 16:19:00,2025-09-12 04:19:00
A01102,ACCT2012759357,Savings,P03371,,ICICI Bank,BR4754,2026-07-28,2025-09-12,Active,SRC007,0.89,2026-05-25 03:49:33,2026-06-11 17:49:33
A01103,ACCT7517481777,Savings,P03218,,ICICI Bank,BR7955,2019-03-25,,Closed,SRC013,0.92,2025-06-22 02:01:11,2025-07-03 21:01:11
A01104,ACCT3956881936,Current,P01027,,Punjab National Bank,BR3071,2019-07-15,,Closed,SRC008,0.9,2025-05-05 16:11:37,2025-06-13 19:52:08
A01105,ACCT4832681521,Business,P00919,,Bank of Baroda,BR3177,2024-05-21,2024-12-18,Closed,SRC007,0.86,2024-09-25 07:53:15,2024-09-28 11:53:15
A01106,ACCT7124749445,Savings,P00402,,HDFC Bank,BR9557,2017-01-01,,Dormant,SRC015,0.83,2024-07-21 00:43:14,2025-11-04 23:40:00
A01107,ACCT5867115787,Current,P01607,,Axis Bank,BR1184,2018-12-16,,Active,SRC010,0.87,2024-12-17 03:19:16,2025-12-22 07:44:50
A01108,ACCT7080817683,Current,P03202,,State Bank of India,BR9987,2022-03-18,,Under Review,SRC002,0.84,2025-12-14 15:36:47,2026-01-12 18:36:47
A01109,ACCT8265513730,Business,P00037,,HDFC Bank,BR2494,2016-10-08,,Under Review,SRC025,0.82,2026-05-29 03:09:25,2026-05-31 01:09:25
A01110,ACCT4852725986,Current,P03297,,Punjab National Bank,BR4672,2026-08-03,,Active,SRC016,0.84,2025-09-02 05:56:08,2025-09-29 19:51:07
A01111,ACCT5852693013,Savings,,O0074,Axis Bank,BR5176,2021-03-15,,Active,SRC026,0.89,2025-02-23 23:35:29,2025-04-13 11:11:00
A01112,ACCT6679101146,Current,P00988,,Bank of Baroda,BR8814,2023-09-05,,Closed,SRC024,0.9,2025-03-17 06:52:55,2025-03-21 19:09:34
A01113,ACCT4949441226,Savings,P00029,,ICICI Bank,BR2370,2018-05-29,,Under Review,SRC017,0.93,2024-08-07 01:27:24,2026-05-13 04:42:46
A01114,ACCT7891592577,Business,P02681,,Axis Bank,BR3328,2017-11-12,2026-06-13,Active,SRC003,0.88,2025-03-11 20:52:44,2026-03-17 15:44:48
A01115,ACCT5710222415,Current,P02821,,Axis Bank,BR5983,2023-05-24,,Closed,SRC010,0.97,2026-03-04 13:25:33,2026-05-10 06:41:24
A01116,ACCT5103112584,Business,P02990,,State Bank of India,BR2120,2017-02-11,,Active,SRC018,0.83,2025-10-23 00:57:44,2025-11-03 18:57:44
A01117,ACCT4974355950,Business,P01043,,HDFC Bank,BR6099,2019-11-14,,Active,SRC003,0.99,2026-05-16 05:56:47,2026-05-20 08:56:47
A01118,ACCT4801075660,Business,P00110,,State Bank of India,BR7115,2025-03-20,,Active,SRC025,0.95,2024-06-20 00:02:18,2026-04-27 11:54:11
A01119,ACCT9014652427,Business,P01015,,ICICI Bank,BR5290,2019-04-02,2025-09-06,Dormant,SRC018,0.88,2026-07-08 12:03:01,2026-07-13 11:03:01
A01120,ACCT2825710475,Savings,P00669,,Punjab National Bank,BR2279,2025-07-07,,Active,SRC002,0.92,2024-10-27 17:01:51,2025-02-22 04:50:04
A01121,ACCT8919031666,Current,P02467,,Bank of Baroda,BR9551,2024-02-11,,Dormant,SRC021,0.81,2024-06-20 09:30:18,2026-07-13 16:44:55
A01122,ACCT5929365782,Savings,,O0383,Bank of Baroda,BR7177,2018-06-02,,Under Review,SRC009,0.82,2024-03-15 10:53:47,2026-02-03 11:44:16
A01123,ACCT3411435960,Business,P03878,,HDFC Bank,BR1445,2017-11-10,2025-12-30,Dormant,SRC004,0.96,2025-02-27 04:47:18,2025-06-05 07:03:26
A01124,ACCT2304662961,Savings,P01993,,ICICI Bank,BR8216,2023-03-14,,Active,SRC025,0.87,2024-07-28 08:47:23,2024-09-02 21:50:04
A01125,ACCT8719088627,Business,P00667,,HDFC Bank,BR1103,2018-02-19,2025-08-22,Active,SRC014,0.97,2025-02-25 22:15:06,2025-12-25 20:05:22
A01126,ACCT2423788954,Business,,O0197,ICICI Bank,BR5116,2023-05-07,2025-06-08,Closed,SRC013,0.82,2024-07-01 13:25:38,2025-01-09 23:13:13
A01127,ACCT5655568619,Savings,P02896,,HDFC Bank,BR7266,2019-11-07,,Active,SRC009,0.88,2025-12-13 21:39:33,2026-01-01 12:39:33
A01128,ACCT3465001145,Business,P02176,,State Bank of India,BR4835,2025-01-26,,Dormant,SRC018,0.93,2026-02-27 02:10:49,2026-03-22 06:10:49
A01129,ACCT4974369788,Current,P02147,,State Bank of India,BR5529,2021-02-16,,Active,SRC020,0.88,2025-03-20 22:18:06,2025-04-04 15:18:06
A01130,ACCT2001399476,Savings,P03356,,HDFC Bank,BR9902,2026-07-29,,Under Review,SRC012,0.91,2024-08-23 12:42:12,2024-09-18 14:42:12
A01131,ACCT2745579570,Business,P01811,,ICICI Bank,BR7662,2020-03-10,,Active,SRC008,0.99,2025-04-27 05:48:18,2025-09-01 13:56:27
A01132,ACCT6526309355,Current,P01994,,ICICI Bank,BR3396,2019-01-22,,Active,SRC022,0.93,2024-03-01 05:37:11,2025-04-09 03:12:56
A01133,ACCT9448958760,Business,P00832,,State Bank of India,BR6336,2020-12-08,,Closed,SRC008,0.91,2026-02-28 14:52:05,2026-03-11 20:52:05
A01134,ACCT4241154438,Business,P02099,,Axis Bank,BR5814,2018-03-22,2025-07-04,Active,SRC014,0.81,2024-12-25 20:20:43,2026-01-01 02:34:33
A01135,ACCT6587984843,Current,P00811,,Punjab National Bank,BR1524,2017-01-29,,Under Review,SRC004,0.96,2024-02-19 21:42:44,2024-11-30 03:48:02
A01136,ACCT1764268119,Savings,P00022,,Punjab National Bank,BR5506,2018-03-26,,Under Review,SRC010,0.92,2024-09-05 10:46:17,2025-02-18 16:15:13
A01137,ACCT1864587984,Savings,P02714,,Punjab National Bank,BR9286,2017-10-23,2025-11-30,Closed,SRC022,0.86,2026-04-01 19:31:12,2026-04-04 13:31:12
A01138,ACCT4471191142,Savings,P02189,,State Bank of India,BR3084,2016-11-09,,Active,SRC026,0.94,2026-07-10 09:22:14,2026-08-07 02:22:14
A01139,ACCT7611223572,Current,P01455,,Axis Bank,BR4483,2019-07-12,,Dormant,SRC002,0.96,2026-05-07 02:30:10,2026-05-24 02:30:10
A01140,ACCT9215006096,Savings,,O0350,HDFC Bank,BR4128,2025-04-19,,Closed,SRC025,0.83,2024-04-13 05:07:16,2024-11-07 07:28:09
A01141,ACCT9046121683,Business,P03538,,ICICI Bank,BR4292,2019-03-11,,Under Review,SRC020,0.83,2024-06-16 12:06:33,2025-05-19 00:37:14
A01142,ACCT2839051138,Business,P02135,,HDFC Bank,BR5878,2025-11-21,,Closed,SRC029,0.93,2024-05-24 18:27:38,2025-04-26 22:58:29
A01143,ACCT2301834520,Business,P03791,,Axis Bank,BR6869,2024-11-11,,Active,SRC007,0.91,2026-08-27 05:46:41,2026-09-04 23:59:59
A01144,ACCT8292571251,Current,P00108,,Bank of Baroda,BR1105,2018-03-07,,Active,SRC021,0.92,2025-07-12 17:19:52,2026-06-03 02:40:32
A01145,ACCT6871357765,Savings,,O0287,State Bank of India,BR9866,2025-12-23,,Dormant,SRC005,0.89,2026-08-08 09:56:56,2026-08-19 11:56:56
A01146,ACCT1537652651,Savings,P03573,,Punjab National Bank,BR5788,2025-10-29,,Closed,SRC014,0.84,2024-08-01 14:27:34,2024-08-05 06:27:34
A01147,ACCT6649560141,Savings,P01974,,Axis Bank,BR9155,2017-01-16,,Active,SRC004,0.89,2024-10-04 12:50:01,2025-06-12 10:46:43
A01148,ACCT5541408751,Savings,P00758,,Bank of Baroda,BR1217,2022-08-09,,Under Review,SRC010,0.83,2025-02-14 17:17:05,2026-03-21 07:04:24
A01149,ACCT2287827098,Business,P02190,,ICICI Bank,BR5348,2023-01-03,,Under Review,SRC017,0.98,2025-11-27 08:43:25,2025-12-14 04:43:25
A01150,ACCT5543551559,Savings,P02000,,HDFC Bank,BR6874,2021-08-26,,Active,SRC015,0.91,2024-01-02 14:45:07,2025-01-07 08:07:40
A01151,ACCT3563963066,Current,P01183,,HDFC Bank,BR2991,2019-10-26,,Under Review,SRC016,0.95,2025-01-20 10:46:29,2025-05-14 14:26:38
A01152,ACCT9522365904,Savings,P01127,,Bank of Baroda,BR6551,2022-03-13,,Closed,SRC020,0.87,2026-02-03 12:44:16,2026-02-26 21:44:16
A01153,ACCT3820736252,Business,P03652,,ICICI Bank,BR8005,2026-02-27,,Dormant,SRC017,0.85,2024-01-06 20:47:19,2025-11-10 09:38:59
A01154,ACCT4123511024,Savings,P01624,,Axis Bank,BR1574,2026-05-27,,Under Review,SRC005,0.97,2025-02-01 10:59:38,2025-02-21 08:59:38
A01155,ACCT9567716956,Savings,,O0307,HDFC Bank,BR5869,2019-02-24,,Closed,SRC015,0.96,2026-01-21 23:33:29,2026-02-16 12:33:29
A01156,ACCT4537547807,Business,P01856,,ICICI Bank,BR9790,2017-04-19,2026-05-19,Under Review,SRC007,0.82,2026-02-18 04:08:43,2026-03-06 05:08:43
A01157,ACCT8951487937,Business,P03899,,State Bank of India,BR9252,2022-03-27,,Active,SRC027,0.92,2025-06-13 01:38:46,2025-07-04 01:38:46
A01158,ACCT4435393769,Business,P00539,,Axis Bank,BR6034,2025-12-05,,Under Review,SRC017,0.9,2026-08-20 22:58:04,2026-08-23 21:58:04
A01159,ACCT3293055839,Savings,P03896,,State Bank of India,BR9395,2022-10-25,,Active,SRC003,0.92,2025-03-04 19:13:26,2025-03-19 02:13:26
A01160,ACCT7120477719,Business,P03202,,State Bank of India,BR3662,2021-01-24,,Dormant,SRC011,0.98,2025-05-14 09:06:22,2025-05-26 00:06:22
A01161,ACCT2624229203,Business,P03283,,Punjab National Bank,BR8897,2022-08-13,,Active,SRC012,0.83,2025-10-22 08:41:56,2025-11-11 16:41:56
A01162,ACCT3139115705,Savings,P02891,,Axis Bank,BR4177,2026-07-15,,Closed,SRC030,0.88,2025-02-12 08:29:30,2025-02-24 10:29:30
A01163,ACCT2963391722,Current,P00225,,ICICI Bank,BR6273,2026-01-07,,Under Review,SRC017,0.93,2025-08-23 08:52:22,2025-09-15 18:52:22
A01164,ACCT9554926719,Current,P02519,,Axis Bank,BR4781,2018-09-28,,Closed,SRC023,0.94,2025-04-01 06:49:12,2025-04-14 01:49:12
A01165,ACCT9691288583,Savings,P02482,,HDFC Bank,BR4489,2024-10-16,,Active,SRC023,0.91,2025-10-20 12:24:01,2025-11-08 16:24:01
A01166,ACCT6263400882,Business,P02739,,Axis Bank,BR6444,2019-10-09,,Active,SRC001,0.92,2025-06-15 02:50:26,2025-07-10 09:50:26
A01167,ACCT4910915702,Savings,,O0240,Punjab National Bank,BR7837,2017-08-02,,Under Review,SRC024,0.94,2024-09-13 00:07:37,2025-04-20 09:17:45
A01168,ACCT6814614710,Current,P01414,,HDFC Bank,BR4800,2026-04-15,,Active,SRC020,0.98,2025-05-07 11:29:05,2025-06-03 15:29:26
A01169,ACCT8587254516,Business,P03302,,ICICI Bank,BR8764,2025-05-06,,Dormant,SRC023,0.93,2025-09-10 19:22:38,2025-09-24 12:22:38
A01170,ACCT1638745947,Savings,P02431,,Bank of Baroda,BR4807,2018-10-31,,Dormant,SRC016,0.96,2026-08-25 21:24:25,2026-08-31 01:24:25
A01171,ACCT5647445323,Business,P00761,,Punjab National Bank,BR6969,2017-05-09,2025-12-03,Closed,SRC005,0.86,2024-02-06 13:54:18,2024-10-03 02:14:09
A01172,ACCT4985388444,Current,P00058,,Bank of Baroda,BR4386,2021-11-01,,Dormant,SRC029,0.84,2025-05-11 07:09:18,2025-05-18 15:09:18
A01173,ACCT8245063295,Business,P01583,,HDFC Bank,BR5419,2017-07-08,,Dormant,SRC009,0.97,2024-10-07 19:56:54,2024-10-23 20:56:54
A01174,ACCT1493558413,Current,P01323,,Punjab National Bank,BR5474,2016-11-11,,Under Review,SRC004,0.94,2024-11-06 16:12:34,2025-10-23 21:55:47
A01175,ACCT8283815486,Current,P01747,,ICICI Bank,BR2308,2022-06-16,,Under Review,SRC022,0.93,2025-04-15 07:38:27,2025-04-27 12:38:27
A01176,ACCT4320639718,Current,,O0126,ICICI Bank,BR9467,2025-10-24,,Closed,SRC004,0.85,2025-05-08 01:34:41,2025-06-02 20:34:41
A01177,ACCT9461666236,Current,P00281,,ICICI Bank,BR6699,2016-10-29,,Under Review,SRC025,0.92,2024-03-10 13:31:55,2025-03-23 13:40:52
A01178,ACCT6786172913,Savings,P03516,,Bank of Baroda,BR8805,2016-09-04,,Under Review,SRC011,0.89,2024-06-10 16:52:57,2024-10-09 12:22:41
A01179,ACCT5906684929,Savings,P03220,,HDFC Bank,BR1117,2018-07-11,,Closed,SRC019,0.8,2025-02-22 23:13:02,2025-03-03 21:13:02
A01180,ACCT5028603215,Business,P01932,,Punjab National Bank,BR6516,2020-12-04,2026-06-09,Dormant,SRC023,0.97,2024-09-02 01:58:28,2025-11-05 22:37:03
